キャンペーンのパフォーマンス
2021年1月1日 - 2026年6月15日
日,キャンペーン,クリック数,表示回数,クリック率,通貨コード,平均クリック単価,費用,コンバージョン,コンバージョン率,コンバージョン単価,すべてのコンバージョン,すべてのコンバージョン値,検索広告の最上部インプレッション シェア,検索広告の上部インプレッション シェア,検索広告のインプレッション シェア,検索広告の IS 損失率（ランク）,検索広告の IS 損失率（予算）
2023-02-11,02_一般／リースバック-部分一致｜再々構築 #2,33,505,6.53%,JPY,378,12490,1.00,3.03%,12490,1.00,0.00,< 10 %,15.70%,18.59%,81.41%,0.00%
2023-02-12,02_一般／リースバック-部分一致｜再々構築 #2,61,566,10.78%,JPY,412,25143,1.00,1.64%,25143,1.00,0.00,< 10 %,16.06%,18.63%,81.37%,0.00%
2023-02-13,02_一般／リースバック-部分一致｜再々構築 #2,23,789,2.92%,JPY,464,10673,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,11.74%,88.26%,0.00%
2023-02-14,02_一般／リースバック-部分一致｜再々構築 #2,17,773,2.20%,JPY,322,5467,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-02-15,02_一般／リースバック-部分一致｜再々構築 #2,19,416,4.57%,JPY,533,10118,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-02-16,02_一般／リースバック-部分一致｜再々構築 #2,27,491,5.50%,JPY,297,8029,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-02-17,02_一般／リースバック-部分一致｜再々構築 #2,22,401,5.49%,JPY,427,9399,1.00,4.55%,9399,1.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-02-18,02_一般／リースバック-部分一致｜再々構築 #2,24,475,5.05%,JPY,418,10022,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-02-19,02_一般／リースバック-部分一致｜再々構築 #2,15,250,6.00%,JPY,410,6147,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-02-20,02_一般／リースバック-部分一致｜再々構築 #2,36,434,8.29%,JPY,390,14038,1.00,2.78%,14038,1.00,0.00,< 10 %,< 10 %,10.28%,89.72%,0.00%
2023-02-21,02_一般／リースバック-部分一致｜再々構築 #2,26,260,10.00%,JPY,277,7214,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-02-22,02_一般／リースバック-部分一致｜再々構築 #2,9,171,5.26%,JPY,909,8182,1.00,11.11%,8182,1.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-02-23,02_一般／リースバック-部分一致｜再々構築 #2,26,202,12.87%,JPY,396,10283,1.00,3.85%,10283,1.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-02-24,02_一般／リースバック-部分一致｜再々構築 #2,16,175,9.14%,JPY,360,5758,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-02-25,02_一般／リースバック-部分一致｜再々構築 #2,11,114,9.65%,JPY,552,6075,2.00,18.18%,3038,2.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-02-26,02_一般／リースバック-部分一致｜再々構築 #2,6,117,5.13%,JPY,226,1357,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-02-27,02_一般／リースバック-部分一致｜再々構築 #2,17,209,8.13%,JPY,341,5793,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-02-28,02_一般／リースバック-部分一致｜再々構築 #2,13,178,7.30%,JPY,599,7792,2.00,15.38%,3896,2.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-03-01,02_一般／リースバック-部分一致｜再々構築 #2,10,177,5.65%,JPY,420,4205,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-03-02,02_一般／リースバック-部分一致｜再々構築 #2,8,234,3.42%,JPY,489,3915,1.00,12.50%,3915,1.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-03-03,02_一般／リースバック-部分一致｜再々構築 #2,26,238,10.92%,JPY,485,12617,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-03-04,02_一般／リースバック-部分一致｜再々構築 #2,15,207,7.25%,JPY,387,5808,1.00,6.67%,5808,1.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-03-04,02_一般／リースバック-部分一致｜再々構築 #3,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2023-03-05,02_一般／リースバック-部分一致｜再々構築 #3,71,569,12.48%,JPY,450,31961,0.00,0.00%,0,0.00,0.00,< 10 %,20.53%,23.06%,76.94%,0.00%
2023-03-06,02_一般／リースバック-部分一致｜再々構築 #3,95,892,10.65%,JPY,580,55078,2.67,2.81%,20654,2.67,0.00,< 10 %,23.23%,25.88%,74.12%,0.00%
2023-03-07,02_一般／リースバック-部分一致｜再々構築 #3,71,752,9.44%,JPY,552,39225,2.33,3.29%,16811,2.33,0.00,< 10 %,20.84%,25.90%,74.10%,0.00%
2023-03-08,02_一般／リースバック-部分一致｜再々構築 #3,47,593,7.93%,JPY,723,33999,3.00,6.38%,11333,3.00,0.00,< 10 %,14.65%,18.92%,81.08%,0.00%
2023-03-09,02_一般／リースバック-部分一致｜再々構築 #3,70,650,10.77%,JPY,471,32940,2.00,2.86%,16470,2.00,0.00,< 10 %,17.38%,20.14%,79.86%,0.00%
2023-03-10,02_一般／リースバック-部分一致｜再々構築 #3,42,504,8.33%,JPY,664,27885,0.00,0.00%,0,0.00,0.00,< 10 %,12.79%,17.23%,82.77%,0.00%
2023-03-11,02_一般／リースバック-部分一致｜再々構築 #3,34,421,8.08%,JPY,751,25525,1.00,2.94%,25525,1.00,0.00,< 10 %,16.14%,20.20%,79.80%,0.00%
2023-03-12,02_一般／リースバック-部分一致｜再々構築 #3,66,538,12.27%,JPY,661,43653,3.00,4.55%,14551,3.00,0.00,< 10 %,18.89%,23.54%,76.46%,0.00%
2023-03-13,02_一般／リースバック-部分一致｜再々構築 #3,45,596,7.55%,JPY,905,40722,3.00,6.67%,13574,3.00,0.00,< 10 %,13.72%,17.16%,82.84%,0.00%
2023-03-14,02_一般／リースバック-部分一致｜再々構築 #3,49,581,8.43%,JPY,794,38921,0.00,0.00%,0,0.00,0.00,< 10 %,14.78%,18.71%,81.29%,0.00%
2023-03-15,02_一般／リースバック-部分一致｜再々構築 #3,143,924,15.48%,JPY,529,75604,3.00,2.10%,25201,3.00,0.00,< 10 %,23.25%,27.77%,71.79%,0.44%
2023-03-16,02_一般／リースバック-部分一致｜再々構築 #3,84,664,12.65%,JPY,571,47954,4.00,4.76%,11989,4.00,0.00,< 10 %,19.09%,22.89%,75.63%,1.48%
2023-03-17,02_一般／リースバック-部分一致｜再々構築 #3,61,639,9.55%,JPY,653,39856,1.00,1.64%,39856,1.00,0.00,< 10 %,17.42%,21.96%,78.04%,0.00%
2023-03-18,02_一般／リースバック-部分一致｜再々構築 #3,63,612,10.29%,JPY,717,45185,3.00,4.76%,15062,3.00,0.00,< 10 %,19.82%,23.94%,76.06%,0.00%
2023-03-19,02_一般／リースバック-部分一致｜再々構築 #3,79,654,12.08%,JPY,536,42364,2.00,2.53%,21182,2.00,0.00,< 10 %,23.97%,27.98%,72.02%,0.00%
2023-03-20,02_一般／リースバック-部分一致｜再々構築 #3,96,868,11.06%,JPY,767,73613,6.00,6.25%,12269,6.00,0.00,< 10 %,21.28%,26.23%,72.58%,1.19%
2023-03-21,02_一般／リースバック-部分一致｜再々構築 #3,70,574,12.20%,JPY,758,53072,1.00,1.43%,53072,1.00,0.00,< 10 %,22.63%,25.88%,74.12%,0.00%
2023-03-22,02_一般／リースバック-部分一致｜再々構築 #3,53,674,7.86%,JPY,788,41766,2.00,3.77%,20883,2.00,0.00,< 10 %,19.40%,24.39%,75.61%,0.00%
2023-03-23,02_一般／リースバック-部分一致｜再々構築 #3,90,849,10.60%,JPY,491,44189,0.00,0.00%,0,0.00,0.00,< 10 %,20.73%,24.83%,75.17%,0.00%
2023-03-24,02_一般／リースバック-部分一致｜再々構築 #3,68,816,8.33%,JPY,633,43039,2.00,2.94%,21520,2.00,0.00,< 10 %,18.86%,23.30%,76.70%,0.00%
2023-03-25,02_一般／リースバック-部分一致｜再々構築 #3,56,667,8.40%,JPY,483,27038,2.00,3.57%,13519,2.00,0.00,< 10 %,20.37%,24.20%,75.80%,0.00%
2023-03-26,02_一般／リースバック-部分一致｜再々構築 #3,93,764,12.17%,JPY,536,49869,4.00,4.30%,12467,4.00,0.00,< 10 %,23.89%,28.47%,71.53%,0.00%
2023-03-27,02_一般／リースバック-部分一致｜再々構築 #3,65,697,9.33%,JPY,587,38167,3.00,4.62%,12722,3.00,0.00,< 10 %,18.24%,22.91%,77.09%,0.00%
2023-03-28,02_一般／リースバック-部分一致｜再々構築 #3,61,732,8.33%,JPY,583,35589,0.00,0.00%,0,0.00,0.00,< 10 %,19.34%,23.96%,76.04%,0.00%
2023-03-29,02_一般／リースバック-部分一致｜再々構築 #3,142,948,14.98%,JPY,563,79994,1.00,0.70%,79994,1.00,0.00,< 10 %,23.94%,28.12%,71.88%,0.00%
2023-03-30,02_一般／リースバック-部分一致｜再々構築 #3,117,973,12.02%,JPY,593,69355,6.00,5.13%,11559,6.00,0.00,< 10 %,24.76%,29.55%,70.45%,0.00%
2023-03-31,02_一般／リースバック-部分一致｜再々構築 #3,52,619,8.40%,JPY,636,33086,0.00,0.00%,0,0.00,0.00,< 10 %,21.29%,26.10%,73.90%,0.00%
2023-04-01,02_一般／リースバック-部分一致｜再々構築 #3,69,601,11.48%,JPY,440,30368,2.00,2.90%,15184,2.00,0.00,< 10 %,22.23%,26.82%,73.18%,0.00%
2023-04-02,02_一般／リースバック-部分一致｜再々構築 #3,52,559,9.30%,JPY,820,42636,3.00,5.77%,14212,3.00,0.00,< 10 %,20.94%,24.84%,75.16%,0.00%
2023-04-03,02_一般／リースバック-部分一致｜再々構築 #3,78,758,10.29%,JPY,700,54601,5.00,6.41%,10920,5.00,0.00,< 10 %,19.43%,25.03%,74.97%,0.00%
2023-04-04,02_一般／リースバック-部分一致｜再々構築 #3,54,785,6.88%,JPY,710,38341,2.00,3.70%,19171,2.00,0.00,< 10 %,19.09%,24.44%,75.56%,0.00%
2023-04-05,02_一般／リースバック-部分一致｜再々構築 #3,56,589,9.51%,JPY,774,43360,1.00,1.79%,43360,1.00,0.00,< 10 %,18.13%,23.33%,76.67%,0.00%
2023-04-06,02_一般／リースバック-部分一致｜再々構築 #3,57,623,9.15%,JPY,449,25607,0.00,0.00%,0,0.00,0.00,< 10 %,14.69%,21.32%,78.68%,0.00%
2023-04-07,02_一般／リースバック-部分一致｜再々構築 #3,89,794,11.21%,JPY,770,68558,7.00,7.87%,9794,7.00,0.00,< 10 %,19.53%,25.55%,74.45%,0.00%
2023-04-08,02_一般／リースバック-部分一致｜再々構築 #3,81,778,10.41%,JPY,775,62753,2.00,2.47%,31377,2.00,0.00,< 10 %,24.52%,31.70%,68.30%,0.00%
2023-04-09,02_一般／リースバック-部分一致｜再々構築 #3,48,547,8.78%,JPY,851,40854,1.00,2.08%,40854,1.00,0.00,< 10 %,22.43%,26.78%,73.22%,0.00%
2023-04-10,02_一般／リースバック-部分一致｜再々構築 #3,48,513,9.36%,JPY,840,40322,0.00,0.00%,0,0.00,0.00,< 10 %,15.38%,20.78%,79.22%,0.00%
2023-04-11,02_一般／リースバック-部分一致｜再々構築 #3,64,723,8.85%,JPY,605,38733,1.00,1.56%,38733,1.00,0.00,< 10 %,16.67%,22.56%,72.81%,4.64%
2023-04-12,02_一般／リースバック-部分一致｜再々構築 #3,32,247,12.96%,JPY,973,31141,3.00,9.38%,10380,3.00,0.00,< 10 %,< 10 %,< 10 %,63.80%,27.68%
2023-04-13,02_一般／リースバック-部分一致｜再々構築 #3,51,414,12.32%,JPY,669,34096,1.00,1.96%,34096,1.00,0.00,< 10 %,< 10 %,13.23%,85.88%,0.88%
2023-04-14,02_一般／リースバック-部分一致｜再々構築 #3,37,377,9.81%,JPY,744,27535,2.00,5.41%,13768,2.00,0.00,< 10 %,< 10 %,13.87%,86.13%,0.00%
2023-04-15,02_一般／リースバック-部分一致｜再々構築 #3,18,234,7.69%,JPY,676,12175,1.00,5.56%,12175,1.00,0.00,< 10 %,< 10 %,11.43%,88.57%,0.00%
2023-04-16,02_一般／リースバック-部分一致｜再々構築 #3,18,192,9.38%,JPY,446,8020,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,10.45%,89.55%,0.00%
2023-04-17,02_一般／リースバック-部分一致｜再々構築 #3,45,411,10.95%,JPY,410,18441,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,12.43%,87.57%,0.00%
2023-04-18,02_一般／リースバック-部分一致｜再々構築 #3,51,449,11.36%,JPY,580,29578,1.00,1.96%,29578,1.00,0.00,< 10 %,12.89%,16.19%,83.81%,0.00%
2023-04-19,02_一般／リースバック-部分一致｜再々構築 #3,37,347,10.66%,JPY,958,35449,2.00,5.41%,17725,2.00,0.00,< 10 %,10.49%,15.15%,84.85%,0.00%
2023-04-20,02_一般／リースバック-部分一致｜再々構築 #3,33,304,10.86%,JPY,589,19423,2.00,6.06%,9711,2.00,0.00,< 10 %,< 10 %,11.60%,88.40%,0.00%
2023-04-21,02_一般／リースバック-部分一致｜再々構築 #3,18,229,7.86%,JPY,462,8316,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-04-22,02_一般／リースバック-部分一致｜再々構築 #3,18,229,7.86%,JPY,530,9546,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,12.02%,87.98%,0.00%
2023-04-23,02_一般／リースバック-部分一致｜再々構築 #3,33,292,11.30%,JPY,589,19425,1.00,3.03%,19425,1.00,0.00,< 10 %,11.64%,14.16%,85.84%,0.00%
2023-04-24,02_一般／リースバック-部分一致｜再々構築 #3,27,272,9.93%,JPY,456,12317,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,10.15%,89.85%,0.00%
2023-04-25,02_一般／リースバック-部分一致｜再々構築 #3,33,366,9.02%,JPY,435,14356,3.00,9.09%,4785,3.00,0.00,< 10 %,10.12%,13.53%,86.47%,0.00%
2023-04-26,02_一般／リースバック-部分一致｜再々構築 #3,48,295,16.27%,JPY,422,20236,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,12.67%,87.33%,0.00%
2023-04-27,02_一般／リースバック-部分一致｜再々構築 #3,28,310,9.03%,JPY,554,15512,1.00,3.57%,15512,1.00,0.00,< 10 %,< 10 %,12.04%,87.96%,0.00%
2023-04-28,02_一般／リースバック-部分一致｜再々構築 #3,34,366,9.29%,JPY,446,15166,2.00,5.88%,7583,2.00,0.00,< 10 %,10.26%,13.30%,86.70%,0.00%
2023-04-29,02_一般／リースバック-部分一致｜再々構築 #3,34,275,12.36%,JPY,561,19063,1.00,2.94%,19063,1.00,0.00,< 10 %,15.95%,18.95%,81.05%,0.00%
2023-04-30,02_一般／リースバック-部分一致｜再々構築 #3,35,297,11.78%,JPY,586,20493,3.00,8.57%,6831,3.00,0.00,< 10 %,14.01%,16.53%,83.47%,0.00%
2023-05-01,02_一般／リースバック-部分一致｜再々構築 #3,67,537,12.48%,JPY,514,34448,4.00,5.97%,8612,4.00,0.00,< 10 %,19.17%,22.40%,77.60%,0.00%
2023-05-02,02_一般／リースバック-部分一致｜再々構築 #3,37,384,9.64%,JPY,699,25852,1.00,2.70%,25852,1.00,0.00,< 10 %,13.73%,16.66%,83.34%,0.00%
2023-05-03,02_一般／リースバック-部分一致｜再々構築 #3,20,220,9.09%,JPY,751,15014,3.00,15.00%,5005,3.00,0.00,< 10 %,12.87%,15.40%,84.60%,0.00%
2023-05-04,02_一般／リースバック-部分一致｜再々構築 #3,40,305,13.11%,JPY,542,21669,0.00,0.00%,0,0.00,0.00,< 10 %,17.87%,20.74%,79.26%,0.00%
2023-05-05,02_一般／リースバック-部分一致｜再々構築 #3,38,314,12.10%,JPY,490,18613,0.00,0.00%,0,0.00,0.00,< 10 %,18.95%,22.34%,77.66%,0.00%
2023-05-06,02_一般／リースバック-部分一致｜再々構築 #3,56,346,16.18%,JPY,742,41548,0.00,0.00%,0,0.00,0.00,< 10 %,18.88%,21.90%,78.10%,0.00%
2023-05-07,02_一般／リースバック-部分一致｜再々構築 #3,63,503,12.52%,JPY,817,51481,3.00,4.76%,17160,3.00,0.00,< 10 %,21.39%,25.34%,74.66%,0.00%
2023-05-08,02_一般／リースバック-部分一致｜再々構築 #3,64,640,10.00%,JPY,781,49965,3.00,4.69%,16655,3.00,0.00,< 10 %,17.32%,21.69%,78.31%,0.00%
2023-05-09,02_一般／リースバック-部分一致｜再々構築 #3,101,752,13.43%,JPY,533,53878,2.00,1.98%,26939,2.00,0.00,< 10 %,20.96%,23.89%,76.11%,0.00%
2023-05-10,02_一般／リースバック-部分一致｜再々構築 #3,67,515,13.01%,JPY,567,37969,1.00,1.49%,37969,1.00,0.00,< 10 %,18.11%,21.07%,78.93%,0.00%
2023-05-11,02_一般／リースバック-部分一致｜再々構築 #3,79,700,11.29%,JPY,565,44598,2.00,2.53%,22299,2.00,0.00,< 10 %,20.10%,23.49%,76.51%,0.00%
2023-05-12,02_一般／リースバック-部分一致｜再々構築 #3,71,723,9.82%,JPY,588,41765,2.00,2.82%,20882,2.00,0.00,< 10 %,24.70%,28.93%,71.07%,0.00%
2023-05-13,02_一般／リースバック-部分一致｜再々構築 #3,212,"1,345",15.76%,JPY,489,103755,2.00,0.94%,51878,2.00,0.00,< 10 %,26.12%,28.40%,25.41%,46.19%
2023-05-14,02_一般／リースバック-部分一致｜再々構築 #3,125,897,13.94%,JPY,667,83330,1.00,0.80%,83330,1.00,0.00,< 10 %,37.00%,40.78%,59.22%,0.00%
2023-05-15,02_一般／リースバック-部分一致｜再々構築 #3,163,"1,196",13.63%,JPY,613,99996,2.00,1.23%,49998,2.00,0.00,< 10 %,33.36%,37.51%,59.86%,2.62%
2023-05-16,02_一般／リースバック-部分一致｜再々構築 #3,83,757,10.96%,JPY,810,67205,5.00,6.02%,13441,5.00,0.00,< 10 %,23.95%,28.75%,67.90%,3.35%
2023-05-17,02_一般／リースバック-部分一致｜再々構築 #3,68,539,12.62%,JPY,674,45844,1.00,1.47%,45844,1.00,0.00,< 10 %,17.90%,21.85%,73.04%,5.11%
2023-05-18,02_一般／リースバック-部分一致｜再々構築 #3,23,293,7.85%,JPY,858,19735,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,11.99%,84.65%,3.36%
2023-05-19,02_一般／リースバック-部分一致｜再々構築 #3,32,354,9.04%,JPY,522,16706,1.00,3.13%,16706,1.00,0.00,< 10 %,11.83%,16.16%,83.84%,0.00%
2023-05-20,02_一般／リースバック-部分一致｜再々構築 #3,38,317,11.99%,JPY,444,16860,1.00,2.63%,16860,1.00,0.00,< 10 %,15.53%,17.67%,82.33%,0.00%
2023-05-21,02_一般／リースバック-部分一致｜再々構築 #3,16,204,7.84%,JPY,571,9133,0.00,0.00%,0,0.00,0.00,< 10 %,11.86%,13.64%,86.36%,0.00%
2023-05-22,02_一般／リースバック-部分一致｜再々構築 #3,34,364,9.34%,JPY,697,23700,0.00,0.00%,0,0.00,0.00,< 10 %,10.47%,14.58%,85.42%,0.00%
2023-05-23,02_一般／リースバック-部分一致｜再々構築 #3,102,697,14.63%,JPY,523,53321,1.00,0.98%,53321,1.00,0.00,< 10 %,17.64%,21.36%,50.56%,28.07%
2023-05-24,02_一般／リースバック-部分一致｜再々構築 #3,43,451,9.53%,JPY,881,37870,1.00,2.33%,37870,1.00,0.00,< 10 %,13.78%,18.04%,81.81%,0.15%
2023-05-25,02_一般／リースバック-部分一致｜再々構築 #3,28,247,11.34%,JPY,695,19455,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-05-26,02_一般／リースバック-部分一致｜再々構築 #3,24,236,10.17%,JPY,858,20582,3.00,12.50%,6861,3.00,0.00,< 10 %,< 10 %,10.61%,89.39%,0.00%
2023-05-27,02_一般／リースバック-部分一致｜再々構築 #3,13,157,8.28%,JPY,509,6615,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-05-28,02_一般／リースバック-部分一致｜再々構築 #3,8,155,5.16%,JPY,1675,13402,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-05-29,02_一般／リースバック-部分一致｜再々構築 #3,20,172,11.63%,JPY,583,11660,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-05-30,02_一般／リースバック-部分一致｜再々構築 #3,19,255,7.45%,JPY,645,12257,1.00,5.26%,12257,1.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-05-31,02_一般／リースバック-部分一致｜再々構築 #3,15,182,8.24%,JPY,486,7296,1.00,6.67%,7296,1.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-06-01,02_一般／リースバック-部分一致｜再々構築 #3,15,179,8.38%,JPY,642,9629,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-06-02,02_一般／リースバック-部分一致｜再々構築 #3,19,171,11.11%,JPY,336,6381,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-06-03,02_一般／リースバック-部分一致｜再々構築 #3,14,158,8.86%,JPY,1028,14387,2.00,14.29%,7194,2.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-06-04,02_一般／リースバック-部分一致｜再々構築 #3,18,141,12.77%,JPY,380,6840,1.00,5.56%,6840,1.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-06-05,02_一般／リースバック-部分一致｜再々構築 #3,22,194,11.34%,JPY,549,12085,1.00,4.55%,12085,1.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-06-06,02_一般／リースバック-部分一致｜再々構築 #3,30,278,10.79%,JPY,328,9840,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-06-07,02_一般／リースバック-部分一致｜再々構築 #3,15,126,11.90%,JPY,454,6811,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-06-08,02_一般／リースバック-部分一致｜再々構築 #3,12,240,5.00%,JPY,625,7499,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-06-09,02_一般／リースバック-部分一致｜再々構築 #3,36,451,7.98%,JPY,586,21085,2.00,5.56%,10543,2.00,0.00,< 10 %,< 10 %,13.34%,86.66%,0.00%
2023-06-10,02_一般／リースバック-部分一致｜再々構築 #3,21,292,7.19%,JPY,541,11358,0.00,0.00%,0,0.00,0.00,< 10 %,10.31%,12.65%,87.35%,0.00%
2023-06-11,02_一般／リースバック-部分一致｜再々構築 #3,32,370,8.65%,JPY,356,11382,1.00,3.13%,11382,1.00,0.00,< 10 %,10.12%,13.21%,86.79%,0.00%
2023-06-11,02_一般／リースバック-部分一致｜再々構築 #4,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2023-06-12,02_一般／リースバック-部分一致｜再々構築 #3,4,94,4.26%,JPY,603,2413,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2023-06-12,02_一般／リースバック-部分一致｜再々構築 #4,29,293,9.90%,JPY,775,22466,0.00,0.00%,0,0.00,0.00,< 10 %,20.22%,26.78%,73.22%,0.00%
2023-06-13,02_一般／リースバック-部分一致｜再々構築 #4,99,"1,424",6.95%,JPY,728,72085,4.00,4.04%,18021,4.00,0.00,< 10 %,20.13%,23.92%,76.08%,0.00%
2023-06-14,02_一般／リースバック-部分一致｜再々構築 #4,59,717,8.23%,JPY,1026,60552,2.00,3.39%,30276,2.00,0.00,< 10 %,18.27%,21.02%,35.80%,43.17%
2023-06-15,02_一般／リースバック-部分一致｜再々構築 #4,74,617,11.99%,JPY,698,51622,0.00,0.00%,0,0.00,0.00,< 10 %,14.94%,18.19%,49.00%,32.81%
2023-06-16,02_一般／リースバック-部分一致｜再々構築 #4,84,923,9.10%,JPY,631,53024,0.00,0.00%,0,0.00,0.00,< 10 %,20.30%,23.87%,62.82%,13.30%
2023-06-17,02_一般／リースバック-部分一致｜再々構築 #4,44,541,8.13%,JPY,790,34756,0.00,0.00%,0,0.00,0.00,< 10 %,21.33%,25.06%,66.47%,8.47%
2023-06-17,02_一般／リースバック-部分一致｜再々構築 #5,11,107,10.28%,JPY,360,3956,0.00,0.00%,0,0.00,0.00,< 10 %,20.99%,25.51%,74.49%,0.00%
2023-06-18,02_一般／リースバック-部分一致｜再々構築 #5,28,278,10.07%,JPY,612,17136,0.00,0.00%,0,0.00,0.00,< 10 %,19.24%,22.48%,77.52%,0.00%
2023-06-19,02_一般／リースバック-部分一致｜再々構築 #5,72,846,8.51%,JPY,893,64276,3.00,4.17%,21425,3.00,0.00,< 10 %,20.94%,26.53%,73.47%,0.00%
2023-06-20,02_一般／リースバック-部分一致｜再々構築 #5,44,548,8.03%,JPY,856,37675,3.00,6.82%,12558,3.00,0.00,< 10 %,12.81%,17.78%,82.22%,0.00%
2023-06-21,02_一般／リースバック-部分一致｜再々構築 #5,30,431,6.96%,JPY,1294,38822,0.00,0.00%,0,0.00,0.00,< 10 %,11.86%,15.80%,84.20%,0.00%
2023-06-22,02_一般／リースバック-部分一致｜再々構築 #5,35,432,8.10%,JPY,935,32742,1.00,2.86%,32742,1.00,0.00,< 10 %,< 10 %,14.96%,85.04%,0.00%
